####gene WT_1 WT_2 WT_3 CTCF_4 CTCF_5 CTCF_6 Med12_7 Med12_8 Smc1_9 Smc1_10
uc009rvw.1 0 0 0 0 0 0 0 0 0 0
uc009rvx.2 0 0 0 0 0 0 0 0 0 0
uc009rvy.2 0 0 0 0 0 0 0 0 0 0
uc009rvz.2 0 0 0 0 0 0 0 0 0 0
uc009rwa.2 0 0 0 0 0 0 0 0 0 0
uc009rwb.2 0 0 0 0 0 0 0 0 0 0
uc009rwc.2 0 0 0 0 0 0 0 0 0 0
uc009rwd.2 0 0 0 0 0 0 0 0 0 0
uc009rwe.2 0 0 0 0 0 0 0 0 0 0
uc009rwf.1 0 0 0 0 0 0 0 0 0 0
uc009rwg.2 0 0 0 0 0 0 0 0 0 0
uc009rwh.2 0 0 0 0 0 0 0 0 0 0
uc009rwi.1 0 0 0 0 0 0 0 0 0 0
uc009rwj.1 0 0 0 0 0 0 0 0 0 0
uc009rwk.1 1 2 0 1 0 0 0 2 2 4
uc009rwl.1 0 0 0 0 0 0 0 0 0 0
uc009rwn.2 0 0 0 0 0 0 0 0 0 0
uc009rwo.2 0 0 0 0 0 0 0 0 0 0
uc009rwp.2 0 0 0 0 0 0 0 0 0 0
uc009rwq.1 0 0 0 0 0 0 0 0 0 0
uc009rwr.2 0 0 0 0 0 0 0 0 0 0
uc009rws.1 9 10 1 11 0 19 1 15 28 33
uc009rwt.1 0 0 0 0 0 0 0 0 0 0
uc009rwu.1 1 4 0 3 1 4 0 6 10 19
uc009rwv.1 0 0 0 0 0 0 0 0 0 0
uc009rww.1 0 0 0 1 0 0 0 1 0 1
uc009rwx.1 4 1 0 1 0 1 1 2 4 12
uc009rwy.1 0 0 0 0 0 0 0 0 0 0
uc009rwz.1 0 0 0 0 0 0 0 0 0 0
uc009rxa.1 11 41 7 8 6 29 7 36 51 110
uc009rxb.2 18 38 7 16 19 38 5 71 117 200
uc009rxc.1 2 2 2 0 0 0 0 1 2 3
uc009rxd.1 0 0 0 0 0 0 0 0 0 0
uc009rxe.1 0 1 0 0 0 0 0 2 1 3
uc009rxf.1 3 7 2 3 0 2 0 9 3 13
uc009rxg.2 754 1426 246 243 110 512 150 843 592 1054
uc009rxh.2 335 718 143 139 92 345 147 386 434 618
uc009rxi.2 2 9 0 5 2 8 4 8 7 13
uc009rxj.2 7 10 2 3 2 5 2 7 5 6
uc009rxk.2 0 6 0 0 0 2 0 2 1 1
uc009rxl.2 15 32 2 3 9 5 4 12 19 23
uc009rxm.2 0 0 0 0 0 0 0 0 0 0
uc009rxn.2 0 0 0 0 0 0 0 0 0 0
uc009rxo.2 6 14 1 2 0 4 0 18 2 5
uc009rxp.1 5861 11873 2300 2029 1307 4470 2617 5293 10041 13991
uc009rxq.2 0 0 0 0 0 0 0 0 0 0
uc009rxr.2 0 0 0 0 0 0 0 0 0 0
uc009rxs.2 29 69 13 14 9 43 7 48 46 101
uc009rxt.1 0 0 0 0 0 0 0 0 0 0
uc009rxu.2 1 0 0 0 0 0 2 0 1 0
uc009rxv.2 7 10 1 3 0 5 0 7 6 10
uc009rxw.2 10 9 0 2 0 2 7 9 4 0
uc009rxx.1 9 7 8 3 0 6 0 25 23 38
uc009rxy.1 836 1777 278 384 141 774 238 1644 1782 3738
uc009rxz.1 342 716 134 123 50 330 23 765 736 1732
uc009rya.1 0 5 0 0 0 0 0 1 1 9
uc009ryb.1 0 0 0 0 0 0 0 0 0 0
uc009ryc.1 0 0 0 0 0 0 0 0 0 0
uc009ryd.1 0 0 0 0 0 0 0 0 0 0
uc009rye.1 0 0 0 0 0 0 0 0 0 0
uc009ryf.1 9 27 3 7 3 7 1 9 21 37
uc009ryg.1 3 13 5 10 0 27 4 18 52 111
uc009ryh.1 1 0 1 1 0 2 0 4 3 8
uc009ryi.2 0 0 0 0 1 0 0 0 0 0
uc009ryj.2 0 0 0 0 0 0 0 0 0 0
uc009ryk.2 0 1 0 0 0 0 0 0 0 0
uc009ryl.1 3 14 3 1 1 8 3 6 13 9
uc009rym.1 0 0 0 0 0 0 0 0 0 0
uc009ryn.1 6 14 4 2 0 6 1 11 5 14
uc009ryo.1 0 0 0 0 0 0 0 0 0 0
uc009ryp.1 1766 3611 594 1289 401 2660 518 4885 3385 6843
uc009ryr.2 0 1 0 1 0 0 0 1 1 1
uc009rys.2 0 0 0 0 0 0 0 0 2 1
uc009ryt.2 0 0 0 0 0 0 0 0 0 0
uc009ryu.1 0 2 0 0 0 0 0 0 0 0
uc009ryv.2 0 0 0 0 0 0 0 0 0 0
uc009ryw.2 0 0 0 0 0 0 0 0 0 0
uc009ryx.2 0 0 0 0 0 0 0 0 0 0
uc009ryy.2 0 0 0 0 0 0 0 0 0 0
uc009ryz.2 0 0 0 0 0 0 0 0 0 0
uc009rza.2 0 0 0 0 0 0 0 0 0 0
uc009rzb.2 0 0 0 0 0 0 0 0 0 0
uc009rzc.2 0 0 0 0 0 0 0 0 0 0
uc009rzd.1 0 0 0 0 0 0 0 0 0 1
uc009rze.1 1 0 0 0 0 0 0 0 0 0
uc009rzf.1 0 0 0 3 1 11 0 1 0 3
uc009rzg.1 0 0 0 0 0 0 0 0 0 0
uc009rzh.1 1 0 0 3 1 5 0 1 2 0
uc009rzi.1 6 18 1 7 4 23 2 19 32 60
uc009rzj.1 190 402 78 152 11 324 5 672 573 1677
uc009rzk.1 2 2 4 2 0 9 0 5 8 21
uc009rzl.2 0 1 0 0 0 0 0 0 0 0
uc009rzm.2 0 0 0 0 0 0 0 0 0 0
uc009rzn.1 1 2 0 0 0 0 0 1 2 3
uc009rzo.2 1 1 0 0 0 0 0 1 1 3
uc009rzp.2 0 0 0 0 0 0 0 0 0 0
uc009rzq.2 0 0 0 0 0 0 0 0 0 0
uc009rzr.1 0 1 0 0 1 0 2 4 0 3
uc009rzs.1 0 0 0 0 0 0 0 0 0 0
uc009rzt.1 0 0 0 0 0 0 0 0 0 0
uc009rzu.1 0 0 0 0 0 0 0 0 0 0
uc009rzv.1 1 2 0 0 0 2 0 7 2 4
uc009rzw.2 144 277 46 21 8 38 25 59 75 84
uc009rzx.2 1 0 0 0 0 0 0 0 0 0
uc009rzy.1 0 0 0 0 0 0 0 0 0 0
uc009rzz.2 0 15 1 5 6 21 18 5 16 29
uc009saa.2 0 1 0 1 3 0 3 0 2 0
uc009sab.2 0 0 0 0 0 0 0 0 0 0
uc009sac.2 0 0 0 0 0 0 0 0 0 0
uc009sad.1 0 2 0 1 0 2 0 1 0 0
uc009sae.2 0 0 0 0 0 0 0 0 0 0
uc009saf.1 0 0 0 0 0 0 0 0 0 0
uc009sag.1 0 0 0 0 0 2 0 0 1 0
uc009sah.1 0 0 0 0 0 0 0 0 0 0
uc009sai.2 0 0 0 0 0 0 0 0 0 0
uc009saj.1 8 20 4 12 11 35 8 14 13 12
uc009sak.1 0 6 0 0 0 0 0 1 2 1
uc009sal.2 0 0 0 0 0 1 0 0 0 0
uc009sam.2 0 0 1 1 0 2 0 1 2 10
uc009san.1 754 1519 262 404 156 986 131 2242 1344 2819
uc009sao.1 0 0 0 0 0 0 0 0 0 0
uc009sap.1 0 0 0 0 0 1 0 3 1 2
uc009saq.1 0 0 0 0 0 0 0 0 0 0
uc009sar.1 105 210 30 31 25 91 45 125 214 302
uc009sas.1 268 545 90 85 87 241 160 329 233 179
uc009sat.2 0 0 0 0 0 0 0 0 0 1
uc009sau.2 0 0 0 1 0 0 0 2 0 0
uc009sav.2 0 0 0 0 0 0 0 0 0 0
uc009saw.2 0 0 0 0 0 0 0 1 0 0
uc009sax.1 0 0 0 0 0 0 0 0 0 0
uc009say.1 0 0 0 0 0 0 0 0 0 0
uc009saz.2 0 0 0 0 0 0 0 0 0 0
uc009sba.2 0 0 0 0 0 0 0 0 0 0
uc009sbb.2 2 2 0 1 0 2 0 4 2 4
uc009sbc.1 8 6 0 12 8 35 10 1 30 47
uc009sbd.1 0 0 0 0 0 0 0 0 0 0
uc009sbe.1 0 0 0 0 0 0 0 0 0 0
uc009sbf.1 0 0 0 0 0 0 0 0 0 0
uc009sbg.2 0 0 0 0 0 0 0 0 0 0
uc009sbh.2 0 0 0 0 0 0 0 0 0 0
uc009sbi.1 0 0 0 0 0 0 0 0 0 0
uc009sbj.1 0 0 0 0 0 0 0 0 0 0
uc009sbk.1 0 2 0 0 0 2 0 2 0 0
uc009sbl.1 1 3 0 0 0 1 0 3 0 1
uc009sbm.1 0 0 0 0 0 0 0 0 0 0
uc009sbn.1 0 0 0 0 0 0 0 0 0 0
uc009sbo.1 0 0 0 0 0 0 0 0 0 0
uc009sbp.1 10 13 4 2 1 16 7 31 34 42
uc009sbq.1 153 287 49 117 87 247 114 150 315 363
uc009sbr.1 0 1 1 1 0 0 0 0 2 4
uc009sbs.1 0 0 0 0 1 1 0 0 1 2
uc009sbt.1 0 2 0 0 1 2 1 1 0 1
uc009sbu.1 2 1 0 0 0 1 0 0 2 0
uc009sbv.1 0 3 1 2 0 0 2 2 2 2
uc009sbw.2 0 2 1 0 0 1 2 3 2 2
uc009sbz.1 0 0 0 0 0 1 0 2 0 0
uc009sca.1 1 2 1 1 0 1 0 0 0 0
uc009scb.1 3 3 0 0 0 1 0 2 1 3
uc009scc.1 259 403 68 73 68 187 86 182 203 248
uc009scd.2 0 0 0 0 0 0 0 0 0 0
uc009sce.2 11 30 2 5 2 10 0 31 7 14
uc009scf.1 36 77 11 12 12 43 3 100 30 51
uc009scg.1 34 55 8 9 2 17 2 28 18 65
uc009sch.1 0 0 0 0 0 0 0 0 0 0
uc009scj.1 6 14 3 0 4 4 0 1 5 5
uc009sck.1 0 0 0 0 0 0 0 0 0 0
uc009scl.1 0 0 0 0 0 0 0 0 0 0
uc009scm.1 9 29 5 2 4 18 0 2 6 41
uc009scn.1 6 9 2 21 12 45 4 33 20 44
uc009sco.1 2 8 1 3 0 7 4 7 7 17
uc009scp.2 225 430 82 152 81 327 62 722 523 1139
uc009scq.2 12 20 6 4 3 14 0 3 20 35
uc009scr.1 11313 23746 3823 6897 3908 14153 4958 33413 13150 29811
uc009scs.1 0 0 0 0 0 0 0 0 0 0
uc009sct.2 14 22 3 3 1 13 0 26 40 64
uc009scu.2 0 0 0 0 0 0 0 0 0 0
uc009scv.2 0 0 0 0 0 0 0 0 0 0
uc009scx.2 0 1 0 0 0 1 0 0 0 0
uc009scy.2 0 0 0 0 0 0 0 0 0 0
uc009scz.2 0 0 0 0 0 0 0 0 0 0
uc009sda.1 1 2 1 0 2 6 1 2 0 3
uc009sdb.1 2 4 0 0 0 4 1 0 2 2
uc009sdc.1 0 0 0 1 0 2 0 0 0 0
uc009sdd.1 0 0 0 0 0 0 0 1 1 1
uc009sde.1 1 5 0 0 0 2 0 4 4 4
uc009sdf.1 0 0 0 0 0 0 0 0 0 0
uc009sdg.2 0 0 0 0 0 0 0 0 0 0
uc009sdh.2 0 0 0 0 0 0 0 0 0 0
uc009sdi.1 0 0 0 1 0 1 0 1 0 1
uc009sdj.1 0 0 0 0 0 0 0 0 0 0
uc009sdk.1 0 0 0 0 0 0 0 0 0 0
uc009sdl.2 8 6 2 7 7 28 3 7 5 8
uc009sdm.2 2 0 1 0 0 1 0 0 2 0
uc009sdn.2 0 0 0 0 0 0 0 0 0 0
uc009sdo.1 98 157 27 45 23 87 25 204 86 235
uc009sdp.1 44 57 8 23 2 49 0 59 83 222
uc009sdq.1 32 55 10 13 5 50 2 46 86 144
uc009sdr.1 225 534 97 135 57 284 57 507 583 1126
uc009sds.1 0 0 0 0 0 0 0 0 0 0
uc009sdt.1 0 0 0 0 0 0 0 0 0 0
uc009sdu.2 0 0 0 0 0 1 0 0 0 0
uc009sdv.2 11 19 3 5 1 7 1 13 13 16
uc009sdw.2 0 0 0 0 0 0 0 0 0 0
uc009sdx.2 0 0 0 0 0 0 0 0 0 0
uc009sdy.2 0 0 0 0 0 0 0 0 0 0
uc009sdz.2 0 2 1 0 0 0 0 1 0 1
uc009sea.1 0 0 0 0 0 0 0 0 0 1
uc009seb.2 12 24 7 5 1 13 0 23 12 46
uc009sec.2 5 2 0 1 0 2 0 6 2 10
uc009sed.1 0 0 0 0 0 0 0 0 0 0
uc009see.1 0 0 0 0 0 0 0 0 0 0
uc009sef.2 0 0 0 0 0 0 0 0 0 0
uc009seg.2 0 0 0 0 0 1 0 0 0 0
uc009seh.2 2 6 0 1 1 11 0 2 2 6
uc009sei.2 0 0 0 0 0 0 0 0 0 0
uc009sek.2 0 0 0 0 0 0 0 0 0 0
uc009sel.2 0 1 0 2 1 2 0 0 1 0
uc009sem.2 2 3 0 2 0 3 2 6 3 7
uc009sen.2 3 5 0 0 0 4 0 11 7 10
uc009seo.2 0 0 0 0 0 0 0 0 0 0
uc009sep.2 0 0 0 0 0 0 0 0 0 0
uc009ser.1 0 0 0 0 0 0 0 0 0 0
uc009ses.1 0 0 0 0 0 0 0 0 0 0
uc009set.1 0 0 0 1 0 0 0 0 4 1
uc009seu.1 0 0 0 0 0 0 0 0 1 1
uc009sev.1 1 4 1 1 2 7 0 3 5 4
uc009sew.1 0 0 0 0 0 0 0 0 0 0
uc009sex.1 0 0 0 0 0 0 0 1 1 2
uc009sey.1 0 0 0 0 0 0 0 0 0 0
uc009sez.1 1 0 0 0 0 0 0 0 1 5
uc009sfa.2 1 1 0 0 0 4 0 1 6 26
uc009sfb.2 0 0 0 0 1 1 0 0 0 1
uc009sfc.2 77 141 35 61 29 120 16 277 168 433
uc009sfe.2 1212 2599 423 680 156 1644 98 4011 2103 5051
uc009sff.1 2 1 0 0 1 8 0 6 4 11
uc009sfg.1 5 3 1 3 4 4 0 4 8 16
uc009sfh.1 45 76 20 25 8 60 1 122 161 387
uc009sfi.1 500 1041 146 285 88 572 50 1475 699 1598
uc009sfj.2 10 9 2 1 0 1 0 9 5 23
uc009sfk.1 8 9 2 6 2 9 0 24 11 20
uc009sfl.1 589 1144 192 318 71 609 82 2622 1078 3322
uc009sfm.1 4 14 3 7 1 15 5 21 32 44
uc009sfn.2 14 15 0 7 5 22 0 14 16 20
uc009sfo.1 1 1 0 0 0 1 2 0 0 0
uc009sfp.2 264 553 100 219 94 453 62 592 683 1434
uc009sfq.2 0 0 0 0 0 0 0 0 0 0
uc009sfr.2 1 10 3 2 0 7 2 12 10 13
uc009sfs.2 2 2 0 1 1 2 0 3 3 4
uc009sft.2 0 0 0 0 0 0 0 0 0 0
uc009sfu.2 5 10 2 5 0 5 0 7 6 16
uc009sfv.1 544 929 158 321 188 765 258 1496 691 965
uc009sfw.2 0 0 0 0 0 2 0 0 1 0
uc009sfx.1 35 90 8 21 12 47 18 69 201 425
uc009sfy.1 0 1 0 0 0 0 0 0 0 0
uc009sfz.1 9 14 1 6 1 8 4 4 37 52
uc009sga.1 1 3 0 5 0 9 1 3 11 21
uc009sgb.1 19 48 3 21 8 20 28 45 38 52
uc009sgc.1 5 14 0 3 0 8 0 10 14 23
uc009sgd.1 700 11553 5260 10270 4671 8081 1174 4511 3804 28161
uc009sge.2 0 6 1 0 0 2 0 5 6 6
uc009sgf.2 193 314 54 101 53 237 71 440 453 902
uc009sgg.1 0 0 0 0 0 0 0 0 0 0
uc009sgh.1 553 1199 199 357 53 784 27 2272 1191 3041
uc009sgi.2 0 0 0 0 0 0 0 0 0 0
uc009sgj.2 0 0 0 0 0 0 0 0 0 0
uc009sgk.1 0 1 0 0 0 1 0 0 4 5
uc009sgl.2 0 0 0 0 0 0 0 0 0 0
uc009sgm.1 4 8 0 0 0 1 0 3 2 5
uc009sgn.1 0 0 0 0 0 0 0 0 0 0
uc009sgo.1 0 0 0 0 0 0 0 0 0 0
uc009sgp.2 0 0 0 0 0 0 0 0 0 0
uc009sgq.2 0 0 0 0 0 0 0 0 0 0
uc009sgt.2 1 1 0 0 0 0 0 0 1 0
uc009sgu.2 0 0 0 0 0 0 0 0 0 0
uc009sgv.2 1 2 0 0 1 0 0 4 2 5
uc009sgw.1 4 23 4 4 4 10 1 35 14 12
uc009sgx.1 0 0 0 0 0 0 0 0 0 0
uc009sgy.2 0 0 0 0 0 0 0 0 0 1
uc009sgz.2 0 0 0 0 0 0 0 0 0 0
uc009sha.2 0 0 0 0 0 0 0 0 0 0
uc009shc.1 0 0 0 0 0 0 0 0 0 0
uc009shd.2 0 0 0 0 1 0 0 0 0 0
uc009shg.1 0 0 0 0 0 0 0 0 0 0
uc009shh.1 0 0 0 0 0 0 0 0 0 0
uc009shi.2 0 0 0 0 0 0 0 0 0 0
uc009shj.2 0 0 0 0 0 0 0 0 0 0
uc009shk.1 0 0 0 0 0 0 0 0 0 0
uc009shl.1 0 0 0 0 0 0 0 0 0 0
uc009shm.1 0 0 0 0 0 0 0 0 0 0
uc009shn.1 0 0 0 0 0 0 0 0 0 0
uc009sho.1 0 0 0 0 0 0 0 0 0 0
uc009shp.1 0 0 0 0 0 0 0 0 0 0
uc009shq.1 0 0 0 0 0 0 0 0 0 0
uc009shr.1 0 0 0 0 0 0 0 0 0 0
uc009shs.1 0 0 0 0 0 0 0 0 0 0
uc009sht.1 0 0 0 0 0 0 0 0 0 0
uc009shu.1 0 0 0 0 0 0 0 0 0 0
uc009shv.2 0 0 0 0 0 0 0 0 0 0
uc009shw.1 0 0 0 0 0 0 0 0 0 0
uc009shx.1 0 0 0 0 0 0 0 0 0 0
uc009shy.1 0 0 0 0 0 0 0 0 0 0
uc009shz.1 0 0 0 0 0 0 0 0 0 0
uc009sia.1 0 0 0 0 0 0 0 0 0 0
uc009sib.1 0 0 0 0 0 0 0 0 0 0
uc009sic.1 0 0 0 0 0 0 0 0 0 0
uc009sid.1 0 0 0 0 0 0 0 0 0 0
uc009sie.1 0 0 0 0 0 0 0 0 0 0
uc009sif.1 0 0 0 0 0 0 0 0 0 0
uc009sig.1 0 0 0 0 0 0 0 0 0 0
uc009sih.1 0 0 0 0 0 0 0 0 0 0
uc009sii.1 0 0 0 0 0 0 0 0 0 0
uc009sij.1 0 0 0 0 0 0 0 0 0 0
uc009sik.1 0 0 0 0 0 0 0 0 0 0
uc009sil.1 0 0 0 0 0 0 0 0 0 0
uc009sim.1 0 0 0 0 0 0 0 0 0 0
uc009sio.1 0 0 0 0 0 0 0 0 0 0
uc009sip.1 0 0 0 0 0 0 0 0 0 0
uc009siq.1 0 0 0 0 0 0 0 0 0 0
uc009sir.1 0 0 0 0 0 0 0 0 0 0
uc009sis.1 0 0 0 0 0 0 0 0 0 0
uc009sit.1 0 0 0 0 0 0 0 0 0 0
uc009siu.1 0 0 0 0 0 0 0 0 0 0
uc009siv.1 0 0 0 0 0 0 0 0 0 0
uc009siw.1 0 0 0 0 0 0 0 0 0 0
uc009six.1 0 0 0 0 0 0 0 0 0 0
uc009siy.1 0 0 0 0 0 0 0 0 0 0
uc009siz.1 0 0 0 0 0 0 0 0 0 0
uc009sja.1 0 0 0 0 0 0 0 0 0 0
uc009sjb.1 0 0 0 0 0 0 0 0 0 0
uc009sjc.1 0 0 0 0 0 0 0 0 0 0
uc009sjd.1 0 0 0 0 0 0 0 0 0 0
uc009sje.1 0 0 0 0 0 0 0 0 0 0
uc009sjf.1 0 0 0 0 0 0 0 0 0 0
uc009sjg.1 0 0 0 0 0 0 0 0 0 0
uc009sjh.1 0 0 0 0 0 0 0 0 0 0
uc009sji.1 0 0 0 0 0 0 0 0 0 0
uc009sjj.1 0 0 0 0 0 0 0 0 0 0
uc009sjk.1 0 0 0 0 0 0 0 0 0 0
uc009sjl.1 0 0 0 0 0 0 0 0 0 0
uc009sjm.1 0 0 0 0 0 0 0 0 0 0
uc009sjo.1 0 0 0 0 0 0 0 0 0 0
uc009sjp.1 0 0 0 0 0 0 0 0 0 0
uc009sjq.2 0 0 0 0 0 0 0 0 0 0
uc009sjr.1 0 0 0 0 0 0 0 0 0 0
uc009sjs.2 0 0 0 0 0 0 0 0 0 0
uc009sjt.1 0 0 0 0 0 0 0 0 0 0
uc009sju.1 0 0 0 0 0 0 0 0 0 0
uc009sjv.1 0 0 0 0 0 0 0 0 0 0
uc009sjw.2 0 0 0 0 0 0 0 0 0 0
uc009sjx.2 0 0 0 0 0 0 0 0 0 0
uc009sjy.1 0 0 0 0 0 0 0 0 0 0
uc009sjz.1 0 0 0 0 0 0 0 0 0 0
uc009ska.1 0 0 0 0 0 0 0 0 0 0
uc009skb.2 0 0 0 0 0 0 0 0 0 0
uc009skc.1 0 0 0 0 0 0 0 0 0 0
uc009ske.1 0 0 0 0 0 0 0 0 0 0
uc009skf.1 0 0 0 0 0 0 0 0 0 0
uc009skg.1 0 0 0 0 0 0 0 0 0 0
uc009skh.1 0 0 0 0 0 0 0 0 0 0
uc009ski.1 0 0 0 0 0 0 0 0 0 0
uc009skj.1 0 0 0 0 0 0 0 0 0 0
uc009skk.1 0 0 0 0 0 0 0 0 0 0
uc009skl.1 0 0 0 0 0 0 0 0 0 0
uc009skm.1 0 0 0 0 0 0 0 0 0 0
uc009skn.1 0 0 0 0 0 0 0 0 0 0
uc009sko.1 0 0 0 0 0 0 0 0 0 0
uc009skp.1 0 0 0 0 0 0 0 0 0 0
uc009skq.1 0 0 0 0 0 0 0 0 0 0
uc009skr.1 0 0 0 0 0 0 0 0 0 0
uc009sks.2 0 0 0 0 0 1 0 0 0 0
uc009skt.1 0 0 0 0 0 0 0 0 0 0
uc009sku.1 67 147 23 88 12 179 33 249 289 741
uc009skv.2 0 0 0 0 0 0 0 0 0 0
uc009skw.1 15 23 9 14 1 33 6 49 95 257
uc009skx.2 5 9 1 0 0 0 0 1 2 3
uc009sky.1 4 2 1 0 4 0 1 2 3 11
uc009skz.1 0 1 0 0 0 0 0 0 0 0
uc009sla.2 17 30 9 32 6 58 2 62 104 217
uc009slb.1 0 1 0 1 0 1 0 5 4 8
uc009slc.1 0 0 0 0 0 0 0 0 0 0
uc009sld.1 0 0 0 0 0 0 0 0 0 0
uc009sle.2 326 648 99 220 86 461 43 663 1604 3203
uc009slf.2 0 0 0 1 0 1 0 0 5 4
uc009slg.2 0 4 0 0 0 1 0 0 3 4
uc009slh.2 2 5 3 3 0 0 0 2 3 7
uc009sli.2 6 7 0 0 0 6 0 5 9 17
uc009slj.1 0 0 0 0 0 0 0 0 0 0
uc009slk.2 8 24 3 2 0 7 8 8 7 22
uc009sll.2 0 0 0 0 0 0 0 0 0 0
uc009slm.2 0 0 0 0 0 0 0 0 0 0
uc009sln.1 295 520 84 129 126 388 232 403 412 496
uc009slo.1 0 0 0 0 0 0 0 0 0 0
uc009slp.1 0 0 0 0 0 0 0 0 0 0
uc009slq.1 0 0 0 0 0 0 0 0 0 0
uc009slr.2 0 0 0 0 1 1 0 0 0 0
uc009sls.2 10 22 3 25 12 51 4 30 102 108
uc009slt.1 0 1 1 0 0 1 0 2 1 3
uc009slu.1 0 0 0 0 0 0 0 0 0 0
uc009slv.1 0 0 0 0 0 0 0 0 0 0
uc009slw.1 0 1 2 1 0 1 0 3 1 9
uc009slx.1 1084 2775 570 725 440 1664 360 2114 3178 4497
uc009sly.1 0 0 0 0 0 0 0 1 0 0
uc009slz.1 0 0 0 0 0 0 0 0 0 0
uc009sma.1 176 338 54 109 56 235 49 363 250 402
uc009smb.1 0 0 0 0 0 0 0 0 0 0
uc009smc.1 0 0 0 0 0 0 0 0 0 0
uc009smd.1 0 0 0 0 0 0 0 0 0 0
uc009sme.1 288 536 97 173 133 340 95 459 380 730
uc009smf.1 201 417 103 78 67 232 86 192 593 796
uc009smg.2 0 0 0 0 0 0 0 0 0 0
uc009smh.2 0 0 0 0 0 0 0 0 0 0
uc009smi.2 0 0 0 0 0 0 0 0 0 0
uc009smj.2 0 0 0 0 0 0 0 0 0 0
uc009smk.2 3 3 0 0 3 1 0 2 5 3
uc009sml.2 0 0 0 0 0 0 0 0 0 0
uc009smm.1 0 0 0 0 0 0 0 0 0 0
uc009smn.1 0 0 0 0 0 0 0 0 0 0
uc009smo.1 0 0 0 0 0 0 0 0 0 0
uc009smp.1 0 3 1 1 0 4 0 2 1 3
uc009smq.1 7 9 3 0 1 6 1 7 6 16
uc009smr.1 0 0 0 0 0 0 0 0 0 0
uc009sms.1 11 24 9 12 13 41 15 24 31 32
uc009smt.1 0 0 0 0 0 0 0 0 0 0
uc009smu.1 0 0 0 0 0 0 0 0 0 0
uc009smv.1 0 0 0 0 0 0 0 0 0 0
uc009smw.1 52 69 5 26 6 44 5 31 100 208
uc009smx.1 0 0 0 0 0 0 0 0 0 0
uc009smy.1 0 0 0 0 0 0 0 0 0 0
uc009smz.1 210 537 104 395 254 841 360 1013 1372 2049
uc009sna.1 47 100 14 25 13 64 4 65 99 190
uc009snb.1 0 0 0 0 0 0 0 0 0 0
uc009snc.1 0 0 0 0 0 0 0 0 0 0
uc009snd.1 0 0 0 0 0 0 0 2 1 0
uc009sne.1 363 676 90 161 123 354 218 280 465 572
uc009snf.2 112 232 40 47 37 97 64 33 149 88
uc009sng.1 454 919 164 190 126 407 144 722 248 428
uc009snh.2 0 0 0 0 0 0 0 0 0 0
uc009sni.2 1 1 0 0 0 0 0 0 1 1
uc009snj.2 0 0 0 0 0 0 0 0 0 0
uc009snl.1 11 22 6 4 7 13 7 16 5 16
uc009snm.1 0 0 0 0 0 0 0 0 0 0
uc009snn.1 33 73 18 4 2 11 4 82 15 57
uc009sno.1 204 463 66 14 13 33 16 66 11 18
uc009snp.2 0 0 0 0 0 0 0 0 0 0
uc009snq.2 3 0 1 5 2 10 1 2 6 4
uc009snr.1 4 4 1 3 0 2 0 2 2 6
uc009sns.2 39 90 13 13 3 17 15 39 12 26
uc009snt.1 3 9 1 1 0 5 0 6 4 10
uc009snu.2 2 5 4 0 1 1 1 3 4 3
uc009snv.2 0 0 0 0 0 0 0 0 0 0
uc009snw.2 0 0 0 0 0 0 0 0 0 0
uc009sny.2 0 0 0 0 0 0 0 0 0 0
uc009snz.2 0 0 0 0 0 0 0 0 0 0
uc009soa.2 0 0 0 0 0 0 0 0 0 0
uc009sob.2 0 0 0 0 0 0 0 0 0 0
uc009soc.2 0 0 0 0 0 0 0 0 0 0
uc009sod.2 0 0 0 0 0 0 0 0 0 0
uc009soe.2 8 17 2 3 0 5 0 12 6 17
uc009sof.2 0 0 0 0 0 0 0 0 0 0
uc009sog.2 0 0 0 0 0 0 0 0 0 0
uc009soh.2 0 0 0 0 0 0 0 0 0 0
uc009soi.1 306 517 98 71 53 171 119 385 259 431
uc009soj.2 0 0 0 0 0 0 0 0 0 0
uc009sok.2 0 0 0 0 0 0 0 0 0 0
uc009sol.2 0 0 0 0 0 0 0 0 0 0
uc009som.2 0 0 0 0 0 0 0 0 0 0
uc009son.2 11 16 3 3 1 5 0 5 3 7
uc009soo.1 0 0 0 0 0 0 0 0 0 0
uc009sop.1 0 0 0 0 0 0 0 0 0 0
uc009soq.1 0 0 0 0 0 0 0 0 0 0
uc009sor.1 1 3 1 0 1 0 0 0 1 3
uc009sos.1 0 0 0 0 0 0 0 0 0 0
uc009sot.1 0 0 0 0 0 0 0 0 0 0
uc009sou.1 0 0 0 0 0 0 0 0 0 0
uc009sov.1 0 0 0 0 0 0 0 0 0 0
uc009sow.2 0 0 0 0 0 0 0 0 0 0
uc009sox.1 0 0 0 0 0 0 0 0 0 0
uc009soy.1 0 0 0 0 0 0 0 0 0 0
uc009soz.2 0 0 0 0 0 0 0 0 0 0
uc009spa.2 0 0 0 0 0 0 0 0 0 0
uc009spb.1 0 0 0 0 0 0 0 0 0 0
uc009spc.2 0 0 0 0 0 0 0 0 0 0
uc009spd.1 0 0 0 0 0 0 0 0 0 0
uc009spe.2 0 0 0 0 0 0 0 0 0 0
uc009spf.2 0 0 0 0 0 0 0 0 0 0
uc009spg.1 0 0 0 0 0 0 0 0 0 0
uc009sph.1 0 0 0 0 0 0 0 0 0 0
